Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Target_Age_Group,Budget (USD),Impressions,Clicks,Conversions,Revenue (USD),Region,Campaign_Duration,CTR,Conversion_Rate,ROI,Campaign_Status,Revenue_per_Dollar,Efficiency_Bucket
MKT0167,Campaign_104,2024-01-23,2024-02-08,Email,36-45,17888,427568,84629,14173,18006.55,East,16,0.2,0.17,0.01,Profitable,1.01,Break-even
MKT0168,Campaign_386,2024-11-27,2024-12-13,Google Ads,36-45,11876,296488,9976,1164,27065.08,North,16,0.03,0.12,1.28,Profitable,2.28,High Return
MKT0169,Campaign_381,2024-08-13,2024-09-04,Google Ads,26-35,17302,395191,73354,11779,36373.93,West,22,0.19,0.16,1.1,Profitable,2.1,High Return
MKT0170,Campaign_373,2024-08-05,2024-08-17,TV,26-35,10626,346814,10228,1074,11595.94,Central,12,0.03,0.11,0.09,Profitable,1.09,Break-even
MKT0171,Campaign_229,2024-11-04,2024-11-27,Social Media,46-60,15651,54412,8058,2210,27071.58,East,23,0.15,0.27,0.73,Profitable,1.73,Break-even
MKT0172,Campaign_223,2024-05-20,2024-06-19,Email,18-25,12904,548009,88891,18403,31041.59,West,30,0.16,0.21,1.41,Profitable,2.41,High Return
MKT0173,Campaign_74,2024-11-07,2024-12-01,Email,26-35,8733,826332,109555,12601,20949.89,North,24,0.13,0.12,1.4,Profitable,2.4,High Return
MKT0174,Campaign_17,2024-11-05,2024-11-19,Influencer,46-60,13190,475504,73696,13002,20562.15,East,14,0.15,0.18,0.56,Profitable,1.56,Break-even
MKT0175,Campaign_204,2024-06-09,2024-07-09,Google Ads,26-35,1849,781411,35436,5674,4302.78,North,30,0.05,0.16,1.33,Profitable,2.33,High Return
MKT0176,Campaign_61,2024-05-14,2024-06-01,Influencer,46-60,10357,737691,135831,20707,7718.81,South,18,0.18,0.15,-0.25,Loss Making,0.75,Loss
MKT0177,Campaign_437,2024-02-07,2024-03-02,Social Media,46-60,11472,710280,53988,1556,18175.58,North,24,0.08,0.03,0.58,Profitable,1.58,Break-even
MKT0178,Campaign_457,2024-06-02,2024-06-17,Influencer,26-35,17670,245134,8103,553,13742.91,East,15,0.03,0.07,-0.22,Loss Making,0.78,Loss
MKT0179,Campaign_405,2024-09-09,2024-09-19,Google Ads,36-45,19076,146074,18444,645,21338.06,West,10,0.13,0.03,0.12,Profitable,1.12,Break-even
MKT0180,Campaign_368,2024-09-02,2024-09-28,TV,46-60,3416,141414,27540,5405,4782.23,Central,26,0.19,0.2,0.4,Profitable,1.4,Break-even
MKT0181,Campaign_349,2024-09-21,2024-10-12,Social Media,26-35,15176,537290,98343,2563,11356.54,South,21,0.18,0.03,-0.25,Loss Making,0.75,Loss
MKT0182,Campaign_79,2024-06-04,2024-06-19,Social Media,36-45,12338,996609,108222,9996,8114.95,South,15,0.11,0.09,-0.34,Loss Making,0.66,Loss
MKT0183,Campaign_101,2024-11-21,2024-12-18,Google Ads,26-35,18481,107966,11389,670,44044.18,East,27,0.11,0.06,1.38,Profitable,2.38,High Return
MKT0184,Campaign_79,2024-03-28,2024-04-26,Influencer,36-45,2349,875322,152409,5114,5630.77,Central,29,0.17,0.03,1.4,Profitable,2.4,High Return
MKT0185,Campaign_395,2024-10-22,2024-11-09,Influencer,26-35,14650,658133,86484,13355,25700.91,Central,18,0.13,0.15,0.75,Profitable,1.75,Break-even
MKT0186,Campaign_149,2024-11-24,2024-12-13,TV,26-35,10746,485575,11588,317,14821.0,West,19,0.02,0.03,0.38,Profitable,1.38,Break-even
MKT0187,Campaign_248,2024-08-25,2024-09-10,Google Ads,26-35,11463,779864,154198,16986,14872.48,East,16,0.2,0.11,0.3,Profitable,1.3,Break-even
MKT0188,Campaign_390,2024-07-08,2024-08-03,Radio,18-25,8921,499131,16610,2331,6974.04,East,26,0.03,0.14,-0.22,Loss Making,0.78,Loss
MKT0189,Campaign_26,2024-05-28,2024-06-19,Radio,46-60,6233,862993,62319,11063,7014.8,South,22,0.07,0.18,0.13,Profitable,1.13,Break-even
MKT0190,Campaign_391,2024-03-22,2024-04-16,Radio,46-60,11110,531530,7655,2174,16785.98,West,25,0.01,0.28,0.51,Profitable,1.51,Break-even
MKT0191,Campaign_495,2024-05-03,2024-05-19,Radio,36-45,2656,305023,31731,8436,4803.43,North,16,0.1,0.27,0.81,Profitable,1.81,Break-even
MKT0192,Campaign_241,2024-05-26,2024-06-22,Email,18-25,5388,935321,56352,6541,7039.47,West,27,0.06,0.12,0.31,Profitable,1.31,Break-even
MKT0193,Campaign_24,2024-07-24,2024-08-04,Radio,26-35,19128,312620,7493,1170,38807.04,East,11,0.02,0.16,1.03,Profitable,2.03,High Return
MKT0194,Campaign_144,2024-11-15,2024-12-14,Email,26-35,13907,401326,64625,7001,33069.42,North,29,0.16,0.11,1.38,Profitable,2.38,High Return
MKT0195,Campaign_387,2024-03-14,2024-03-30,Radio,46-60,2319,57504,1000,216,4888.29,Central,16,0.02,0.22,1.11,Profitable,2.11,High Return
MKT0196,Campaign_266,2024-08-21,2024-09-04,Radio,26-35,11437,180395,15272,2883,24992.18,East,14,0.08,0.19,1.19,Profitable,2.19,High Return
MKT0197,Campaign_304,2024-06-21,2024-07-17,Radio,46-60,10823,507960,83809,9790,19996.71,Central,26,0.16,0.12,0.85,Profitable,1.85,Break-even
MKT0198,Campaign_214,2024-10-25,2024-11-13,Influencer,18-25,16551,288428,55881,13246,33968.02,Central,19,0.19,0.24,1.05,Profitable,2.05,High Return
MKT0199,Campaign_296,2024-04-26,2024-05-07,Radio,46-60,18178,669580,98444,23098,22911.2,South,11,0.15,0.23,0.26,Profitable,1.26,Break-even
MKT0200,Campaign_421,2024-12-14,2024-12-31,Email,18-25,1620,472462,32884,1772,3047.22,South,17,0.07,0.05,0.88,Profitable,1.88,Break-even
MKT0201,Campaign_211,2024-09-13,2024-10-12,TV,18-25,17996,227413,26509,7938,26215.53,South,29,0.12,0.3,0.46,Profitable,1.46,Break-even
MKT0202,Campaign_193,2024-06-09,2024-06-24,TV,36-45,12609,718699,112604,24667,22527.47,Central,15,0.16,0.22,0.79,Profitable,1.79,Break-even
MKT0203,Campaign_355,2024-05-15,2024-06-13,TV,26-35,10142,595196,39708,11238,24995.17,South,29,0.07,0.28,1.46,Profitable,2.46,High Return
MKT0204,Campaign_395,2024-05-27,2024-06-12,Influencer,46-60,16722,375746,43771,12299,32496.34,East,16,0.12,0.28,0.94,Profitable,1.94,Break-even
MKT0205,Campaign_148,2024-03-03,2024-03-31,Influencer,46-60,12309,820616,133659,12594,13235.38,West,28,0.16,0.09,0.08,Profitable,1.08,Break-even
MKT0206,Campaign_366,2024-02-10,2024-03-02,TV,36-45,8011,221883,37123,3290,13010.15,West,21,0.17,0.09,0.62,Profitable,1.62,Break-even
MKT0207,Campaign_140,2024-03-11,2024-03-24,Radio,26-35,2663,712371,129640,9780,2571.59,South,13,0.18,0.08,-0.03,Loss Making,0.97,Loss
MKT0208,Campaign_52,2024-07-30,2024-08-19,Influencer,46-60,5504,15433,2982,875,4490.62,North,20,0.19,0.29,-0.18,Loss Making,0.82,Loss
MKT0209,Campaign_335,2024-08-31,2024-09-25,Influencer,26-35,11524,309279,41047,11218,7823.89,East,25,0.13,0.27,-0.32,Loss Making,0.68,Loss
MKT0210,Campaign_294,2024-04-28,2024-05-25,Influencer,18-25,14693,935100,158167,44419,8414.38,South,27,0.17,0.28,-0.43,Loss Making,0.57,Loss
MKT0211,Campaign_429,2024-07-22,2024-08-16,Social Media,36-45,1303,322886,38072,1565,3213.18,North,25,0.12,0.04,1.47,Profitable,2.47,High Return
MKT0212,Campaign_146,2024-08-20,2024-09-19,Radio,46-60,17522,500755,30966,7572,20349.49,South,30,0.06,0.24,0.16,Profitable,1.16,Break-even
MKT0213,Campaign_375,2024-08-22,2024-09-21,Google Ads,26-35,12046,839179,55431,11395,10676.64,North,30,0.07,0.21,-0.11,Loss Making,0.89,Loss
MKT0214,Campaign_313,2024-11-23,2024-12-15,TV,36-45,14134,711765,20017,5898,20563.67,North,22,0.03,0.29,0.45,Profitable,1.45,Break-even
MKT0215,Campaign_480,2024-05-07,2024-05-17,Google Ads,46-60,15638,800371,48605,5132,26036.04,South,10,0.06,0.11,0.66,Profitable,1.66,Break-even
MKT0216,Campaign_294,2024-01-06,2024-01-24,Influencer,36-45,3035,710224,23055,2281,3978.38,South,18,0.03,0.1,0.31,Profitable,1.31,Break-even
MKT0217,Campaign_258,2024-12-26,2025-01-14,Influencer,18-25,13043,654481,34007,9781,18995.35,East,19,0.05,0.29,0.46,Profitable,1.46,Break-even
MKT0218,Campaign_233,2024-11-06,2024-11-27,TV,46-60,8156,808867,46120,10555,18320.58,Central,21,0.06,0.23,1.25,Profitable,2.25,High Return
MKT0219,Campaign_42,2024-09-26,2024-10-20,Radio,36-45,19486,127659,2774,468,29442.84,North,24,0.02,0.17,0.51,Profitable,1.51,Break-even
MKT0220,Campaign_294,2024-10-01,2024-10-15,Social Media,36-45,15478,131886,18365,4001,22871.16,Central,14,0.14,0.22,0.48,Profitable,1.48,Break-even
MKT0221,Campaign_461,2024-09-18,2024-10-12,Email,46-60,17818,445604,43130,1153,25386.31,South,24,0.1,0.03,0.42,Profitable,1.42,Break-even
MKT0222,Campaign_414,2024-06-06,2024-06-16,TV,36-45,8140,616403,14716,1955,15472.27,North,10,0.02,0.13,0.9,Profitable,1.9,Break-even
MKT0223,Campaign_278,2024-01-31,2024-02-12,TV,18-25,14397,198724,31021,7199,35368.63,East,12,0.16,0.23,1.46,Profitable,2.46,High Return
MKT0224,Campaign_331,2024-08-03,2024-08-24,TV,46-60,13309,94148,13154,2656,21009.59,West,21,0.14,0.2,0.58,Profitable,1.58,Break-even
MKT0225,Campaign_335,2024-06-27,2024-07-10,Social Media,46-60,5172,773214,151517,38197,10407.92,Central,13,0.2,0.25,1.01,Profitable,2.01,High Return
MKT0226,Campaign_153,2024-08-25,2024-09-21,TV,46-60,9110,493000,37354,3359,21634.62,South,27,0.08,0.09,1.37,Profitable,2.37,High Return
MKT0227,Campaign_372,2024-02-27,2024-03-09,Influencer,46-60,1512,262356,12896,506,857.53,Central,11,0.05,0.04,-0.43,Loss Making,0.57,Loss
MKT0228,Campaign_307,2024-12-10,2024-12-21,Social Media,18-25,15383,255722,28782,6584,31567.87,West,11,0.11,0.23,1.05,Profitable,2.05,High Return
MKT0229,Campaign_72,2024-09-14,2024-10-03,Social Media,36-45,11507,258411,17400,896,20947.63,Central,19,0.07,0.05,0.82,Profitable,1.82,Break-even
MKT0230,Campaign_114,2024-07-30,2024-08-18,Google Ads,18-25,6738,666401,92604,15853,4000.81,Central,19,0.14,0.17,-0.41,Loss Making,0.59,Loss
MKT0231,Campaign_177,2024-11-25,2024-12-17,Radio,36-45,14377,166466,11149,706,22656.09,West,22,0.07,0.06,0.58,Profitable,1.58,Break-even
MKT0232,Campaign_124,2024-04-25,2024-05-14,Influencer,26-35,2888,599704,53019,6934,4505.23,West,19,0.09,0.13,0.56,Profitable,1.56,Break-even
MKT0233,Campaign_199,2024-05-04,2024-05-22,Social Media,36-45,15738,898283,72316,11956,33975.39,North,18,0.08,0.17,1.16,Profitable,2.16,High Return
MKT0234,Campaign_27,2024-05-17,2024-06-08,Influencer,18-25,7165,853737,132092,29066,11590.83,North,22,0.15,0.22,0.62,Profitable,1.62,Break-even
MKT0235,Campaign_246,2024-04-16,2024-05-06,Google Ads,18-25,7226,787493,25428,7625,10534.36,South,20,0.03,0.3,0.46,Profitable,1.46,Break-even
MKT0236,Campaign_125,2024-12-22,2025-01-20,Influencer,26-35,8842,588897,41874,3856,12666.17,West,29,0.07,0.09,0.43,Profitable,1.43,Break-even
MKT0237,Campaign_333,2024-07-02,2024-07-21,Google Ads,36-45,17294,498640,14328,4220,24885.73,Central,19,0.03,0.29,0.44,Profitable,1.44,Break-even
MKT0238,Campaign_430,2024-06-12,2024-06-28,Google Ads,36-45,2498,599849,104479,23503,1330.03,West,16,0.17,0.22,-0.47,Loss Making,0.53,Loss
MKT0239,Campaign_284,2024-10-26,2024-11-23,Influencer,46-60,5994,215721,15677,1883,12987.35,East,28,0.07,0.12,1.17,Profitable,2.17,High Return
MKT0240,Campaign_256,2024-10-08,2024-11-07,Influencer,36-45,17011,768705,101409,15441,14229.15,East,30,0.13,0.15,-0.16,Loss Making,0.84,Loss
MKT0241,Campaign_408,2024-06-29,2024-07-14,Social Media,46-60,18764,682985,131047,21222,40870.56,South,15,0.19,0.16,1.18,Profitable,2.18,High Return
MKT0242,Campaign_39,2024-12-08,2024-12-19,Email,46-60,8583,81269,11732,148,12972.91,South,11,0.14,0.01,0.51,Profitable,1.51,Break-even
MKT0243,Campaign_192,2024-01-31,2024-02-29,Influencer,46-60,1515,16933,1881,243,808.18,West,29,0.11,0.13,-0.47,Loss Making,0.53,Loss
MKT0244,Campaign_370,2024-05-20,2024-06-16,Google Ads,18-25,15109,855328,161268,9996,35296.1,Central,27,0.19,0.06,1.34,Profitable,2.34,High Return
MKT0245,Campaign_269,2024-03-17,2024-04-03,Social Media,36-45,9759,843551,72047,8514,12804.34,East,17,0.09,0.12,0.31,Profitable,1.31,Break-even
MKT0246,Campaign_290,2024-05-04,2024-05-21,Google Ads,18-25,4063,434965,35693,6077,2487.49,North,17,0.08,0.17,-0.39,Loss Making,0.61,Loss
MKT0247,Campaign_5,2024-12-25,2025-01-09,Email,46-60,11855,603343,118069,34524,27143.0,West,15,0.2,0.29,1.29,Profitable,2.29,High Return
MKT0248,Campaign_471,2024-01-22,2024-02-08,Social Media,46-60,2525,979051,23620,6576,5804.02,East,17,0.02,0.28,1.3,Profitable,2.3,High Return
MKT0249,Campaign_289,2024-12-02,2024-12-13,Social Media,36-45,7788,625551,23393,5801,16680.38,North,11,0.04,0.25,1.14,Profitable,2.14,High Return
MKT0250,Campaign_476,2024-02-09,2024-02-28,Social Media,26-35,13751,719922,129830,13788,27656.27,Central,19,0.18,0.11,1.01,Profitable,2.01,High Return
MKT0251,Campaign_72,2024-12-18,2024-12-30,Radio,36-45,4200,468320,25339,811,7183.42,North,12,0.05,0.03,0.71,Profitable,1.71,Break-even
MKT0252,Campaign_315,2024-10-31,2024-11-22,Google Ads,18-25,15763,524435,27976,4766,19717.21,East,22,0.05,0.17,0.25,Profitable,1.25,Break-even
MKT0253,Campaign_96,2024-12-14,2025-01-11,Influencer,46-60,10678,846821,48120,1506,11061.81,North,28,0.06,0.03,0.04,Profitable,1.04,Break-even
MKT0254,Campaign_195,2024-12-30,2025-01-29,Social Media,46-60,12819,121726,3333,944,17811.64,East,30,0.03,0.28,0.39,Profitable,1.39,Break-even
MKT0255,Campaign_390,2024-05-18,2024-05-31,Social Media,18-25,15122,480646,55671,8829,10684.99,South,13,0.12,0.16,-0.29,Loss Making,0.71,Loss
MKT0256,Campaign_46,2024-06-30,2024-07-27,Email,36-45,1404,316024,28007,6608,2737.36,West,27,0.09,0.24,0.95,Profitable,1.95,Break-even
MKT0257,Campaign_287,2024-05-04,2024-06-01,Radio,26-35,6554,155584,9505,834,5189.91,West,28,0.06,0.09,-0.21,Loss Making,0.79,Loss
MKT0258,Campaign_86,2024-08-10,2024-08-28,TV,36-45,3520,388666,22473,1831,6160.24,West,18,0.06,0.08,0.75,Profitable,1.75,Break-even
MKT0259,Campaign_305,2024-11-11,2024-11-27,TV,18-25,10983,17096,3252,345,19114.64,South,16,0.19,0.11,0.74,Profitable,1.74,Break-even
MKT0260,Campaign_412,2024-06-17,2024-07-11,Google Ads,46-60,5460,325029,23053,6563,4923.3,Central,24,0.07,0.28,-0.1,Loss Making,0.9,Loss
MKT0261,Campaign_161,2024-03-31,2024-04-22,Google Ads,36-45,19870,829959,46528,5539,42382.49,West,22,0.06,0.12,1.13,Profitable,2.13,High Return
MKT0262,Campaign_202,2024-07-05,2024-07-18,Radio,26-35,18879,198667,27719,4699,45423.05,Central,13,0.14,0.17,1.41,Profitable,2.41,High Return
MKT0263,Campaign_237,2024-12-28,2025-01-13,TV,36-45,14406,715668,75050,14534,14176.11,North,16,0.1,0.19,-0.02,Loss Making,0.98,Loss
MKT0264,Campaign_338,2024-03-19,2024-04-11,TV,18-25,16703,620527,53460,8388,39098.12,West,23,0.09,0.16,1.34,Profitable,2.34,High Return
MKT0265,Campaign_355,2024-08-02,2024-08-29,Email,36-45,3784,124682,19463,3906,4578.71,Central,27,0.16,0.2,0.21,Profitable,1.21,Break-even
MKT0266,Campaign_332,2024-11-09,2024-11-20,Radio,46-60,15105,121090,1453,123,22980.03,East,11,0.01,0.08,0.52,Profitable,1.52,Break-even
MKT0267,Campaign_266,2024-10-12,2024-11-09,Influencer,26-35,13259,420133,41165,8524,24938.52,West,28,0.1,0.21,0.88,Profitable,1.88,Break-even
MKT0268,Campaign_78,2024-06-25,2024-07-05,TV,18-25,14630,975264,187960,8206,34839.18,East,10,0.19,0.04,1.38,Profitable,2.38,High Return
MKT0269,Campaign_73,2024-06-27,2024-07-16,Google Ads,46-60,18075,516384,39336,1506,35137.58,South,19,0.08,0.04,0.94,Profitable,1.94,Break-even
MKT0270,Campaign_232,2024-06-12,2024-06-24,Google Ads,18-25,1740,900429,67698,2824,3654.17,North,12,0.08,0.04,1.1,Profitable,2.1,High Return
MKT0271,Campaign_477,2024-05-04,2024-05-30,Social Media,26-35,19345,457080,87808,6782,25343.79,East,26,0.19,0.08,0.31,Profitable,1.31,Break-even
MKT0272,Campaign_95,2024-04-05,2024-05-05,Influencer,46-60,1956,783207,99216,6669,3294.7,West,30,0.13,0.07,0.68,Profitable,1.68,Break-even
MKT0273,Campaign_200,2024-01-03,2024-01-19,Social Media,36-45,19918,116694,18893,3130,24530.73,North,16,0.16,0.17,0.23,Profitable,1.23,Break-even
MKT0274,Campaign_101,2024-08-22,2024-09-04,Google Ads,46-60,11269,635969,53320,6603,8209.06,Central,13,0.08,0.12,-0.27,Loss Making,0.73,Loss
MKT0275,Campaign_181,2024-08-22,2024-09-20,Social Media,36-45,3777,714758,25338,1119,4195.34,Central,29,0.04,0.04,0.11,Profitable,1.11,Break-even
MKT0276,Campaign_94,2024-07-10,2024-07-24,Radio,46-60,5517,612727,50798,3244,9770.63,West,14,0.08,0.06,0.77,Profitable,1.77,Break-even
MKT0277,Campaign_356,2024-11-26,2024-12-11,Radio,26-35,10464,157111,7156,1818,18195.01,West,15,0.05,0.25,0.74,Profitable,1.74,Break-even
MKT0278,Campaign_444,2024-07-02,2024-07-12,TV,26-35,13581,598861,63499,9749,25388.23,South,10,0.11,0.15,0.87,Profitable,1.87,Break-even
MKT0279,Campaign_213,2024-12-29,2025-01-22,TV,26-35,19526,42359,6829,505,11039.81,North,24,0.16,0.07,-0.43,Loss Making,0.57,Loss
MKT0280,Campaign_116,2024-10-02,2024-10-21,Social Media,46-60,17230,586429,62779,11054,17846.45,Central,19,0.11,0.18,0.04,Profitable,1.04,Break-even
MKT0281,Campaign_279,2024-07-06,2024-08-02,Email,46-60,8161,455807,13427,3366,16343.96,Central,27,0.03,0.25,1.0,Profitable,2.0,Break-even
MKT0282,Campaign_153,2024-01-17,2024-02-10,Google Ads,36-45,15387,917322,182411,42854,14985.28,North,24,0.2,0.23,-0.03,Loss Making,0.97,Loss
MKT0283,Campaign_416,2024-10-28,2024-11-18,Influencer,46-60,5562,832974,41030,2872,3441.3,South,21,0.05,0.07,-0.38,Loss Making,0.62,Loss
MKT0284,Campaign_180,2024-09-29,2024-10-17,Radio,26-35,10589,313387,37236,10656,16188.78,East,18,0.12,0.29,0.53,Profitable,1.53,Break-even
MKT0285,Campaign_461,2024-12-13,2024-12-26,Social Media,46-60,10087,919165,123738,26407,7720.41,North,13,0.13,0.21,-0.23,Loss Making,0.77,Loss
MKT0286,Campaign_75,2024-12-30,2025-01-19,Social Media,46-60,5658,615474,80107,15385,7074.45,West,20,0.13,0.19,0.25,Profitable,1.25,Break-even
MKT0287,Campaign_39,2024-11-20,2024-12-02,TV,36-45,15899,521751,37662,403,32565.45,East,12,0.07,0.01,1.05,Profitable,2.05,High Return
MKT0288,Campaign_376,2024-02-17,2024-03-12,Influencer,36-45,18512,427035,21944,2953,17099.59,North,24,0.05,0.13,-0.08,Loss Making,0.92,Loss
MKT0289,Campaign_138,2024-06-14,2024-07-03,Google Ads,26-35,16903,836596,63004,13101,10088.02,Central,19,0.08,0.21,-0.4,Loss Making,0.6,Loss
MKT0290,Campaign_51,2024-11-16,2024-12-10,Email,18-25,15460,488693,4949,1424,13985.68,South,24,0.01,0.29,-0.1,Loss Making,0.9,Loss
MKT0291,Campaign_353,2024-03-08,2024-04-07,Google Ads,26-35,4058,696385,54654,1852,7422.15,East,30,0.08,0.03,0.83,Profitable,1.83,Break-even
MKT0292,Campaign_333,2024-03-25,2024-04-05,TV,36-45,15065,697326,19056,716,13962.88,South,11,0.03,0.04,-0.07,Loss Making,0.93,Loss
MKT0293,Campaign_40,2024-03-08,2024-04-05,Social Media,46-60,1264,739386,55660,2503,2806.94,North,28,0.08,0.04,1.22,Profitable,2.22,High Return
MKT0294,Campaign_356,2024-03-08,2024-04-02,Email,26-35,3927,776260,126632,5056,4850.33,West,25,0.16,0.04,0.24,Profitable,1.24,Break-even
MKT0295,Campaign_154,2024-03-11,2024-04-02,Social Media,26-35,18383,600653,6973,1384,25372.2,North,22,0.01,0.2,0.38,Profitable,1.38,Break-even
MKT0296,Campaign_370,2024-04-19,2024-05-19,Influencer,26-35,15496,911736,46750,12623,12087.29,West,30,0.05,0.27,-0.22,Loss Making,0.78,Loss
MKT0297,Campaign_64,2024-10-28,2024-11-19,Google Ads,46-60,5581,269822,16897,581,8967.51,East,22,0.06,0.03,0.61,Profitable,1.61,Break-even
MKT0298,Campaign_308,2024-11-07,2024-11-26,Influencer,18-25,7732,552899,69287,4483,9924.04,East,19,0.13,0.06,0.28,Profitable,1.28,Break-even
MKT0299,Campaign_331,2024-01-28,2024-02-14,TV,46-60,8899,533850,70060,2143,20267.02,North,17,0.13,0.03,1.28,Profitable,2.28,High Return
MKT0300,Campaign_7,2024-07-03,2024-07-23,Social Media,46-60,14790,393162,44744,2689,21327.61,Central,20,0.11,0.06,0.44,Profitable,1.44,Break-even
MKT0301,Campaign_395,2024-02-07,2024-02-17,Radio,18-25,9591,236222,4149,114,19935.66,North,10,0.02,0.03,1.08,Profitable,2.08,High Return
MKT0302,Campaign_260,2024-05-26,2024-06-25,Influencer,46-60,14181,96431,12700,2107,11420.82,West,30,0.13,0.17,-0.19,Loss Making,0.81,Loss
MKT0303,Campaign_43,2024-06-07,2024-06-19,Radio,26-35,18576,352622,29704,5760,40292.33,South,12,0.08,0.19,1.17,Profitable,2.17,High Return
MKT0304,Campaign_349,2024-11-25,2024-12-07,Google Ads,46-60,2897,266355,7026,955,4075.34,South,12,0.03,0.14,0.41,Profitable,1.41,Break-even
MKT0305,Campaign_312,2024-01-29,2024-02-17,Influencer,26-35,1415,752287,27135,360,2112.35,North,19,0.04,0.01,0.49,Profitable,1.49,Break-even
MKT0306,Campaign_178,2024-09-24,2024-10-20,Influencer,36-45,13185,143096,21816,5744,25920.02,South,26,0.15,0.26,0.97,Profitable,1.97,Break-even
MKT0307,Campaign_61,2024-01-16,2024-02-05,TV,36-45,3092,285722,41527,7359,2022.6,Central,20,0.15,0.18,-0.35,Loss Making,0.65,Loss
MKT0308,Campaign_234,2024-09-18,2024-10-09,Email,46-60,6468,395548,15777,3696,14802.26,Central,21,0.04,0.23,1.29,Profitable,2.29,High Return
MKT0309,Campaign_346,2024-02-29,2024-03-17,Influencer,18-25,1402,266430,4991,576,3281.32,North,17,0.02,0.12,1.34,Profitable,2.34,High Return
MKT0310,Campaign_92,2024-01-19,2024-02-15,Influencer,46-60,11544,270322,24082,5271,12034.8,South,27,0.09,0.22,0.04,Profitable,1.04,Break-even
MKT0311,Campaign_40,2024-10-19,2024-11-09,Email,18-25,8313,853409,92165,2149,10822.28,South,21,0.11,0.02,0.3,Profitable,1.3,Break-even
MKT0312,Campaign_450,2024-08-26,2024-09-14,Google Ads,36-45,19123,488933,5629,383,31124.85,North,19,0.01,0.07,0.63,Profitable,1.63,Break-even
MKT0313,Campaign_156,2024-11-14,2024-12-01,TV,36-45,17166,820143,129105,28714,27347.47,Central,17,0.16,0.22,0.59,Profitable,1.59,Break-even
MKT0314,Campaign_408,2024-05-05,2024-05-19,Email,46-60,8634,577851,43812,11105,19464.47,North,14,0.08,0.25,1.25,Profitable,2.25,High Return
MKT0315,Campaign_487,2024-06-20,2024-06-30,Influencer,46-60,4406,225161,24917,1970,6538.76,East,10,0.11,0.08,0.48,Profitable,1.48,Break-even
MKT0316,Campaign_31,2024-03-13,2024-03-31,Email,18-25,18031,443121,63437,7487,44159.89,South,18,0.14,0.12,1.45,Profitable,2.45,High Return
MKT0317,Campaign_44,2024-10-24,2024-11-06,Radio,26-35,3452,630647,74344,10121,8382.96,West,13,0.12,0.14,1.43,Profitable,2.43,High Return
MKT0318,Campaign_122,2024-05-29,2024-06-16,Google Ads,46-60,11422,484751,29895,946,10341.77,East,18,0.06,0.03,-0.09,Loss Making,0.91,Loss
MKT0319,Campaign_400,2024-10-26,2024-11-08,Social Media,18-25,15731,498694,34742,1563,19137.94,South,13,0.07,0.04,0.22,Profitable,1.22,Break-even
